Order	Family	Species	Median	Genome Size (Mb)	Assembly Level	Repeats	Gene Number	WGD events	Reference	DOI	WGDeventscount
Poales	Cyperaceae	Rhynchospora breviuscula	5	415	chromosome		24354	Epsilon+Tau+Sigma+WGD	Hofstatter et al., 2022	https://doi.org/10.1016/j.cell.2022.06.045	4
Poales	Cyperaceae	Rhynchospora pubera	5	1610	chromosome		91363	Epsilon+Tau+Sigma+WGD+2xWGD	Hofstatter et al., 2022	https://doi.org/10.1016/j.cell.2022.06.045	6
Poales	Cyperaceae	Rhynchospora tenuis	2	394	chromosome		23215	Epsilon+Tau+Sigma+WGD	Hofstatter et al., 2022	https://doi.org/10.1016/j.cell.2022.06.045	4
Poales	Juncaceae	Juncus effusus	21	271	chromosome		18942	Epsilon+Tau+Sigma	Hofstatter et al., 2022	https://doi.org/10.1016/j.cell.2022.06.045	3
Poales	Juncaceae	Juncus inflexus	20	196	chromosome	42.73%	25422	Epsilon+Tau+Sigma	Planta et al., 2022	https://doi.org/10.1093/g3jourl/jkac211	3
Poales	Poaceae	Aegilops longissima	7	6700	chromosome	82.50%	31183	Epsilon+Tau+Sigma+Rho	Avni et al., 2022	https://doi.org/10.1111/tpj.15664	4
Poales	Poaceae	Aegilops sharonensis	7	6710	chromosome	82.30%	31198	Epsilon+Tau+Sigma+Rho	Avni et al., 2022	https://doi.org/10.1111/tpj.15664	4
Poales	Poaceae	Aegilops speltoides	7	5130	chromosome	78.70%	36928	Epsilon+Tau+Sigma+Rho	Avni et al., 2022	https://doi.org/10.1111/tpj.15664	4
Poales	Poaceae	Alloteropsis semialata	9	750	chromosome		22043		Dunning et al., 2019	https://doi.org/10.1073/ps.1810031116	
Poales	Poaceae	Ave atlantica	7	3720	chromosome	83.00%	51100	Epsilon+Tau+Sigma+Rho	Maughan et al., 2019	https://doi.org/10.1186/s12915-019-0712-y	4
Poales	Poaceae	Ave eriantha	7	4170	chromosome	83.00%	49105	Epsilon+Tau+Sigma+Rho	Maughan et al., 2019	https://doi.org/10.1186/s12915-019-0712-y	4
Poales	Poaceae	Ave longiglumis	7	3850	chromosome	87.00%	40845	Epsilon+Tau+Sigma+Rho	Liu et al., 2022	https://doi.org/10.1101/2022.02.09.479819	4
Poales	Poaceae	Ave sativa	21	10760	chromosome	86.95%	120769	Epsilon+Tau+Sigma+Rho+WGT	Peng et al., 2022	https://doi.org/10.1038/s41588-022-01127-7	5
Poales	Poaceae	Brachypodium distachyon	5	272	chromosome	26.17%	25532	Epsilon+Tau+Sigma+Rho	The Intertiol Brachypodium Initiative 2010	https://doi.org/10.1038/ture08747	4
Poales	Poaceae	Cenchrus americanus	7	1760	chromosome	77.20%	38579	Epsilon+Tau+Sigma+Rho	Varshney et al., 2017	https://doi.org/10.1038/nbt.3943	4
Poales	Poaceae	Cenchrus purpureus	14	1971	chromosome	66.32%	65927	Epsilon+Tau+Sigma+Rho	Yan et al., 2020	https://doi.org/10.1111/1755-0998.13271	4
Poales	Poaceae	Coix lacryma-jobi	10	1730	chromosome	77.70%	44485	Epsilon+Tau+Sigma+Rho	Liu et al., 2020	https://doi.org/10.1016/j.molp.2019.11.009	4
Poales	Poaceae	Dactylis glomerata	7	1780	chromosome	68.56%	40088	Epsilon+Tau+Sigma+Rho	Huang et al., 2019	https://doi.org/10.1111/pbi.13205	4
Poales	Poaceae	Dendrocalamus latiflorus Munro	36	1324	chromosome	52.65%	40239	Epsilon+Tau+Sigma+Rho+WGT	Zheng et al., 2022	https://doi.org/10.1111/jipb.13217	5
Poales	Poaceae	Digitaria exilis	18	668	chromosome	49.70%	68302	Epsilon+Tau+Sigma+Rho+WGD	Wang et al., 2021	https://doi.org/10.1093/gigascience/giab013	5
Poales	Poaceae	Echinochloa colo	27	1127.2	chromosome	44.50%	93697	Epsilon+Tau+Sigma+Rho+WGT	Wu et al., 2022	https://doi.org/10.1038/s41467-022-28359-9	5
Poales	Poaceae	Echinochloa crus-galli	27	1339.8	chromosome	47.70%	104780	Epsilon+Tau+Sigma+Rho+WGT	Wu et al., 2022	https://doi.org/10.1038/s41467-022-28359-9	5
Poales	Poaceae	Echinochloa haploclada	9	420	chromosome	41.09%	36946	Epsilon+Tau+Sigma+Rho	Ye et al., 2020	https://doi.org/10.1016/j.molp.2020.07.001	4
Poales	Poaceae	Echinochloa oryzicola	18	945.6	chromosome	51.50%	68544	Epsilon+Tau+Sigma+Rho+WGD	Wu et al., 2022	https://doi.org/10.1038/s41467-022-28359-9	5
Poales	Poaceae	Eleusine indica	9	584	scaffold	21.90%	25467		Zhang et al., 2019	https://doi.org/10.1002/ps.5389	
Poales	Poaceae	Eragrostis curvula	10	603	chromosome	28.70%	56469		Carballo et al., 2019	https://doi.org/10.1038/s41598-019-46610-0	
Poales	Poaceae	Eragrostis tef	20	622	chromosome	25.60%	68255		VanBuren et al., 2020	https://doi.org/10.1038/s41467-020-14724-z	
Poales	Poaceae	Hordeum vulgare L.	7	4480	chromosome	81.39%	36151	Epsilon+Tau+Sigma+Rho	Zeng et al., 2020	https://doi.org/10.1038/s41597-020-0480-0	4
Poales	Poaceae	Lolium perenne L.	7	2467	chromosome	81.60%	38868		Frei et al., 2021	https://doi.org/10.1093/gbe/evab159	
Poales	Poaceae	Microstegium vimineum	20	1300	chromosome	66.48%	39604	Epsilon+Tau+Sigma+Rho+WGD	Ramachandran et al., 2021	https://doi.org/10.1093/gbe/evab238	5
Poales	Poaceae	Miscanthus floridulus	19	2462	chromosome	63.60%	76913	Epsilon+Tau+Sigma+Rho+WGD	Zhang et al., 2021	https://doi.org/10.1038/s41477-021-00908-y	5
Poales	Poaceae	Miscanthus lutarioriparius	19	2150	chromosome	64.39%	68328	Epsilon+Tau+Sigma+Rho+WGD	Miao et  al 2021	https://doi.org/10.1038/s41467-021-22738-4	5
Poales	Poaceae	Miscanthus sinensis	19	2400	chromosome	72.40%	67967	Epsilon+Tau+Sigma+Rho+WGD	Mitros et al., 2020	https://doi.org/10.1038/s41467-020-18923-6	5
Poales	Poaceae	Oryza australiensis	12	822	chromosome	72.70%	34587	Epsilon+Tau+Sigma+Rho	Phillips et al., 2022	https://doi.org/10.1038/s41598-022-14893-5	4
Poales	Poaceae	Oryza barthii	12	376	scaffold	29.83%	42283	Epsilon+Tau+Sigma+Rho	Zhang et al., 2014	https://doi.org/10.1073/ps.1418307111	4
Poales	Poaceae	Oryza coarctata	24	665	scaffold	19.89%	33627	Epsilon+Tau+Sigma+Rho	Mondal et al., 2018	https://doi.org/10.1038/s41598-018-31518-y	5
Poales	Poaceae	Oryza glaberrima	12	316	chromosome	34.25%	33164	Epsilon+Tau+Sigma+Rho+WGD	Wang et al., 2014	https://doi.org/10.1038/ng.3044	4
Poales	Poaceae	Oryza glumaepatula	12	366	scaffold	29.91%	41605	Epsilon+Tau+Sigma+Rho	Zhang et al., 2014	https://doi.org/10.1073/ps.1418307111	4
Poales	Poaceae	Oryza granulata	12	785	chromosome	67.96%	40116	Epsilon+Tau+Sigma+Rho	Wu et al., 2018	https://doi.org/10.1038/s42003-018-0089-4	4
Poales	Poaceae	Oryza longistamita	12	363	chromosome	33.09%	35440	Epsilon+Tau+Sigma+Rho	Li et al., 2020	https://doi.org/10.1002/tpg2.20001	4
Poales	Poaceae	Oryza meridiolis	12	388	scaffold	29.77%	39106	Epsilon+Tau+Sigma+Rho	Zhang et al., 2014	https://doi.org/10.1073/ps.1418307111	4
Poales	Poaceae	Oryza nivara	12	395	scaffold	27.65%	41490	Epsilon+Tau+Sigma+Rho	Zhang et al., 2014	https://doi.org/10.1073/ps.1418307111	4
Poales	Poaceae	Oryza rufipogon	12	393	chromosome	49.37%	36520	Epsilon+Tau+Sigma+Rho	Xie et al., 2020	https://doi.org/10.1007/s11427-020-1738-x	4
Poales	Poaceae	Oryza sativa	12	400	chromosome	44.00%	41270	Epsilon+Tau+Sigma+Rho	Choi et al., 2020	https://doi.org/10.1186/s13059-020-1938-2	4
Poales	Poaceae	Panicum hallii	9	484.6	chromosome			Epsilon+Tau+Sigma+Rho	Lovell et al., 2018	https://doi.org/10.1038/s41467-018-07669-x	4
Poales	Poaceae	Panicum miliaceum	18	887.8	chromosome	54.10%	63671	Epsilon+Tau+Sigma+Rho+WGD	Shi et al., 2019	https://doi.org/10.1038/s41467-018-07876-6	5
Poales	Poaceae	Panicum miliaceum	18	840.3	chromosome	57.59%	61782	Epsilon+Tau+Sigma+Rho+WGD	Sun et al., 2022	https://doi.org/10.1111/tpj.16085	5
Poales	Poaceae	Paspalum notatum	10	549	chromosome	60.64%	36511	Epsilon+Tau+Sigma+Rho	Yan et al., 2022	https://doi.org/10.1186/s12864-022-08489-6	4
Poales	Poaceae	Paspalum vagitum	10	590	chromosome		45843	Epsilon+Tau+Sigma+Rho	Sun et al., 2022	https://doi.org/10.1038/s41467-022-35507-8	4
Poales	Poaceae	Pharus latifolius	12	1034	chromosome	78.90%	32007	Epsilon+Tau+Sigma+Rho	Ma et al., 2021	https://doi.org/10.1093/plcell/koab015	4
Poales	Poaceae	Phragmites australis	24	1140	scaffold	56.19%	64857	Epsilon+Tau+Sigma+Rho+WGD	Oh et al., 2021	https://doi.org/10.1111/mec.16293	5
Poales	Poaceae	Phyllostachys edulis	24	1907	chromosome	51.62%	51074	Epsilon+Tau+Sigma+Rho+WGD	Zhao et al., 2018	https://doi.org/10.1093/gigascience/giy115	5
Poales	Poaceae	Phyllostachys heterocycla	24	2050	chromosome	59.00%	31987	Epsilon+Tau+Sigma+Rho+WGD	Peng et al., 2013	https://doi.org/10.1038/ng.2569	5
Poales	Poaceae	Poa annua	14	1850	chromosome	70.40%	76420		Robbins et al., 2023	https://doi.org/10.1093/gbe/evac180	
Poales	Poaceae	Puccinellia tenuiflora	7	1303	scaffold	62.44%	39725		Guo et al., 2020	https://doi.org/10.1186/s12864-020-6727-5	
Poales	Poaceae	Saccharum hybrid XTT22	97	9300	chromosome		348860	Epsilon+Tau+Sigma+Rho+WGD+WGD+WGD	Zhang et al 2025	https://doi.org/10.1038/s41588-024-02033-w	7
Poales	Poaceae	Saccharum hybrid ZZ1	114	10400	chromosome	66.54%	68509	Epsilon+Tau+Sigma+Rho+WGD+WGD+WGD	Bao et al., 2024	https://doi.org/10.1038/s41467-024-47390-6	7
Poales	Poaceae	Saccharum spontaneum	20	2830	chromosome	57.52%	122441	Epsilon+Tau+Sigma+Rho+WGD	Zhang et al., 2022	https://doi.org/10.1038/s41588-022-01084-1	5
Poales	Poaceae	Secale cereale	7	7860	chromosome	90.31%	86991	Epsilon+Tau+Sigma+Rho	Guangwei Li et al., 2021	https://doi.org/10.1038/s41588-021-00808-z	4
Poales	Poaceae	Setaria italica	9	510	chromosome	40.00%	35472	Epsilon+Tau+Sigma+Rho	Bennetzen et al., 2012; Zhang et al., 2012	https://doi.org/10.1038/nbt.2196	4
Poales	Poaceae	Sorghum bicolor	10	683.6	chromosome	67.50%	34211	Epsilon+Tau+Sigma+Rho	McCormick et al., 2017	https://doi.org/10.1111/tpj.13781	4
Poales	Poaceae	Triticum aestivum	21	16000	chromosome	90.00%	133090	Epsilon+Tau+Sigma+Rho+WGT	THE INTERTIOL WHEAT GENOME SEQUENCING CONSORTIUM (IWGSC) 2014 	https://doi.org/10.1126/science.1251788	5
Poales	Poaceae	Triticum turgidum	14	12000	chromosome	82.20%	65012	Epsilon+Tau+Sigma+Rho+WGD	Avni et al., 2017	https://doi.org/10.1126/science.aan0032	5
Poales	Poaceae	Triticum urartu	7	4940	chromosome	81.42%	41507	Epsilon+Tau+Sigma+Rho	Ling et al., 2018	"https://doi.org/10.1038/s41586-018-0108-0
"	4
Poales	Poaceae	Zea mays	10	2106	chromosome	60.20%	39324	Epsilon+Tau+Sigma+Rho+WGD	Jiao et al., 2017	https://doi.org/10.1038/ture22971	5
Poales	Poaceae	Zizania latifolia	17	606.13	chromosome	52.89%	38852	Epsilon+Tau+Sigma+Rho	Yan et al., 2022	https://doi.org/10.1038/s42003-021-02993-3	4
Poales	Poaceae	Zoysia japonica	20	340	chromosome	35.60%	59271	Epsilon+Tau+Sigma+Rho+WGD	Taka et al., 2016	https://doi.org/10.1093/dres/dsw006	5
Poales	Typhaceae	Typha latifolia	15	287	scaffold	43.84%	27432		Widagama et al., 2022	https://doi.org/10.1093/g3jourl/jkab401	
Ranunculales	Lardizabalaceae	Akebia trifoliata	16	652.73	chromosome	70.10%	24138	Epsilon+WGD+WGD	Zhong et al., 2022	https://doi.org/10.1111/tpj.16011	3
Ranunculales	Menispermaceae	Tinospora sagittata	26	1299.6	chromosome	51.72%	52953		Murtaza Alami et al., 2024	https://doi.org/10.1038/s41597-024-03315-y	
Rosales	Moraceae	Morus alba	14	346	chromosome	52.85%	22767	Epsilon+Gamma	Jiao et al., 2020	10.1016/j.molp.2020.05.005	2
Rosales	Moraceae	Morus notabilis-female	6	301	chromosome	49%	25391	Epsilon+Gamma	Xia et al., 2022	https://doi.org/10.1016/j.gpb.2022.08.005	2
Rosales	Moraceae	Morus notabilis-male	6	329	chromosome	54%	25333	Epsilon+Gamma	Xia et al., 2022	https://doi.org/10.1016/j.gpb.2022.08.005	2
Rosales	Moraceae	Morus yunnensis-female	6	296	chromosome	51%	24851	Epsilon+Gamma	Xia et al., 2022	https://doi.org/10.1016/j.gpb.2022.08.005	2
Rosales	Rosaceae	Fragaria nilgerrensis	7	270.3	chromosome	43%	28780	Epsilon+Gamma	Zhang et al., 2020 	https://doi.org/10.1111/pbi.13351	2
Rosales	Rosaceae	Fragaria pentaphylla	7	256.74	chromosome	45%	29623	Epsilon+Gamma	Sun et al., 2022	https://doi.org/10.3389/fgene.2022.873711	2
Rosales	Rosaceae	Fragaria vesca	7	220.8	chromosome	36%	32101	Epsilon+Gamma	Zhou et al., 2023	https://doi.org/10.1093/hr/uhad027	2
Rosales	Rosaceae	Fragaria assa	28	805	chromosome	36%	108087	Epsilon+Gamma+8xWGD	Edger et al., 2019	https://doi.org/10.1038/s41588-019-0356-4	3
Rosales	Rosaceae	Gillenia trifoliata	9	321.6	chromosome	47.20%	28847	Epsilon+Gamma	Ireland et al., 2021	https://doi.org/10.1038/s41438-021-00662-4	2
Rosales	Rosaceae	Malus domestica Borkh	17	742.3	chromosome	67.00%	57386	Epsilon+Gamma+WGD	Velasco et al., 2010	https://doi.org/10.1038/ng.654	3
Rosales	Rosaceae	Malus domestica Borkh	17	701	scaffold	60.00%	53922	Epsilon+Gamma+WGD	Li et al., 2016	https://doi.org/10.1186/s13742-016-0139-0	3
Rosales	Rosaceae	Malus cororia	17	666.6	chromosome	61.30%	43773	Epsilon+Gamma+WGD	Švara et al., 2024	https://doi.org/10.1101/2024.05.13.593769	3
Rosales	Rosaceae	Malus domestica Borkh.	17	625.2	chromosome	57.30%	42140	Epsilon+Gamma+WGD	Daccord et al., 2017	https://doi.org/10.1038/ng.3886	3
Rosales	Rosaceae	Malus domestica cv. Gala	17	630	chromosome	58.72%	45352	Epsilon+Gamma+WGD	Sun et al., 2020	https://doi.org/10.1038/s41588-020-00723-9	3
Rosales	Rosaceae	Malus domestica Hanfu	17	658.9	chromosome	59.78%	44677	Epsilon+Gamma+WGD	Zhang et al., 2019	https://doi.org/10.1038/s41467-019-09518-x	3
Rosales	Rosaceae	Malus domestica Hanfu	17	629	chromosome	54.29%	39617	Epsilon+Gamma+WGD	Qin et al., 2023	https://doi.org/10.1016/j.ygeno.2023.110627	3
Rosales	Rosaceae	Malus domestica Honeycrisp	17	674	chromosome	62.43%	47563	Epsilon+Gamma+WGD	Khan et al., 2022	https://doi.org/10.46471/gigabyte.69	3
Rosales	Rosaceae	Malus fusca	17	694	chromosome	58.13%	46622	Epsilon+Gamma+WGD	Mansfeld et al., 2023	https://doi.org/10.1111/tpj.16433	3
Rosales	Rosaceae	Malus ioensis 	17	644.2	chromosome	62.20%	46068	Epsilon+Gamma+WGD	Švara et al., 2024	https://doi.org/10.1101/2024.05.13.593769	3
Rosales	Rosaceae	Malus sieversii	17	656	chromosome	59.36%	45210	Epsilon+Gamma+WGD	Sun et al., 2020	https://doi.org/10.1038/s41588-020-00723-9	3
Rosales	Rosaceae	Malus sylvestris	17	623	chromosome	59.31%	45199	Epsilon+Gamma+WGD	Sun et al., 2020	https://doi.org/10.1038/s41588-020-00723-9	3
Rosales	Rosaceae	Potentilla anseri	14	454.28	chromosome	37.26%	46495	Epsilon+Gamma+WGD	Gan et al., 2021	https://doi.org/10.3390/genes12121993	3
Rosales	Rosaceae	Prinsepia uniflora	16	1272.71	chromosome	68.83%	69894	Epsilon+Gamma+WGD	Zhang et al., 2023	https://doi.org/10.3390/genes14112035	3
Rosales	Rosaceae	Prunus davidia	8	259	chromosome	42.44%	27236	Epsilon+Gamma	Cao et al., 2022	https://doi.org/10.1186/s12915-022-01342-y	2
Rosales	Rosaceae	Prunus ferganensis	8	261	chromosome	41.86%	28587	Epsilon+Gamma	Cao et al., 2022	https://doi.org/10.1186/s12915-022-01342-y	2
Rosales	Rosaceae	Prunus fruticosa Pall.	8	366.5	chromosome	51.75%	58880	Epsilon+Gamma	Wöhner et al., 2021	https://doi.org/10.1016/j.ygeno.2021.11.002	2
Rosales	Rosaceae	Prunus kansuensis	8	253	chromosome	41.75%	26986	Epsilon+Gamma	Cao et al., 2022	https://doi.org/10.1186/s12915-022-01342-y	2
Rosales	Rosaceae	Prunus mira	8	254	chromosome	35.61%	28519	Epsilon+Gamma	Cao et al., 2022	https://doi.org/10.1186/s12915-022-01342-y	2
Rosales	Rosaceae	Prunus persica cv. Lovell	8	265	chromosome	18.56%	27852	Epsilon+Gamma	The Intertiol Peach Genome Initiative et al., 2013	https://doi.org/10.1038/ng.2586	2
Rosales	Rosaceae	Prunus persica cv. 'Sovetskiy'	8	199.11	chromosome	36.05%	27140	Epsilon+Gamma	Gladysheva-Azgari et al., 2022	https://doi.org/10.1371/jourl.pone.0269284	2
Rosales	Rosaceae	Prunus persica L. Batsch	8	247.33	chromosome	23.46%	26335	Epsilon+Gamma	Cao et al., 2021	https://doi.org/10.1111/tpj.15439	2
Rosales	Rosaceae	Prunus persica L. cv. '124 Pan'	8	206	chromosome	39.61%	25233	Epsilon+Gamma	Zhang et al., 2021	https://doi.org/10.3390/plants10030538	2
Rosales	Rosaceae	Rosa chinensis	7	512	chromosome	63.21%	39669	Epsilon+Gamma	Saint-Oyant et al., 2018	https://doi.org/10.1038/s41477-018-0166-1	2
Rosales	Rosaceae	Rosa chinensis 'Chilong Hanzhu'	7	518	chromosome	59.60%	31744	Epsilon+Gamma	Zhang et al., 2024	https://doi.org/10.1186/s43897-024-00088-1	2
Rosales	Rosaceae	Rosa chinensis 'Old Blush'	7	503	chromosome	67.90%	36377	Epsilon+Gamma	Raymond et al., 2018	https://doi.org/10.1038/s41588-018-0110-3	2
Rosales	Rosaceae	Rosa roxburghii	7	504	chromosome	50.30%	40020	Epsilon+Gamma	Zong et al., 2023	https://doi.org/10.1111/tpj.16543	2
Rosales	Rosaceae	Rosa rugosa	7	407.1	chromosome	50.76%	37512	Epsilon+Gamma	Zang et al., 2021	https://doi.org/10.1093/dres/dsab017	2
Rosales	Rosaceae	Rosa rugosa	7	382.64	chromosome	50.27%	39704	Epsilon+Gamma	Chen et al., 2021	https://doi.org/10.1038/s41438-021-00594-z	2
Rosales	Rosaceae	Rosa sterilis	7	981.2	chromosome	49.90%	79545	Epsilon+Gamma	Zong et al., 2023	https://doi.org/10.1111/tpj.16543	2
Rosales	Rosaceae	Rubus argutus, cv. 'Hillquist'	7	298	chromosome	52.80%	38503	Epsilon+Gamma	Brů et al., 2023	https://doi.org/10.1093/g3jourl/jkac289	2
Rosales	Rosaceae	Rubus chingii Hu	7	231.21	chromosome	36.50%	33130	Epsilon+Gamma	Wang et al., 2021	https://doi.org/10.1111/tpj.15394	2
Rosales	Rosaceae	Rubus corchorifolius	7	215.69	chromosome	35.85%	26696	Epsilon+Gamma	Yang et al., 2022	https://doi.org/10.1016/j.gpb.2022.05.003	2
Rosales	Rosaceae	Rubus idaeus	7	291.7	chromosome		39448	Epsilon+Gamma	Davik et al., 2022	https://doi.org/10.1371/jourl.pone.0265096	2
Rosales	Rosaceae	Rubus L. subgenus Rubus Watson	14	919	chromosome	57%	87968	Epsilon+Gamma	Paudel et al., 2023	https://doi.org/10.1101/2023.04.24.538158 	2
Rosales	Rosaceae	Rubus occidentalis	7	290	chromosome	32.60%	34545	Epsilon+Gamma	VanBuren et al., 2018	https://doi.org/10.1093/gigascience/giy094	2
Rosales	Rosaceae	Rubus occidentalis	7	243	chromosome	56%	28005	Epsilon+Gamma	VanBuren et al., 2016	https://doi.org/10.1111/tpj.13215	2
Sapindales	Sapindaceae	Acer palmatum	13	745.78	chromosome	66.15%	28559	Epsilon+Gamma	Chen et al., 2023	https://doi.org/10.1016/j.ijbiomac.2022.11.303	2
Sapindales	Sapindaceae	Acer pseudosieboldianum	13	690.24	chromosome	76.84%	29679	Epsilon+Gamma	Li et al., 2022	https://doi.org/10.3389/fpls.2022.850054 	2
Sapindales	Sapindaceae	Acer truncatum	13	633.28	chromosome	59.95%	28438	Epsilon+Gamma	Ma et al., 2020	https://doi.org/10.1111/tpj.14954	2
Sapindales	Sapindaceae	Acer yangbiense	13	665	chromosome	68.00%	28320	Epsilon+Gamma	Yang et al., 2019	https://doi.org/10.1093/gigascience/giz085	2
Saxifragales	Cercidiphyllaceae	Cercidiphyllum japonicum	19	719	chromosome		27393	Epsilon+Gamma	Zhu et al., 2020	https://doi.org/10.1111/nph.16798	2
Solales	Convolvulaceae	Ipomoea batatas	15	832	chromosome	45.62%	49063	Epsilon+Gamma+WGT	Yang et al., 2017	https://doi.org/10.1038/s41477-017-0002-z	3
Solales	Convolvulaceae	Ipomoea nil	15	750	chromosome	63.29%	42783	Epsilon+Gamma+WGT	Hoshino et al., 2016	https://doi.org/10.1038/ncomms13295	3
Solales	Solaceae	Anisodus acutangulus	24	1204.94	chromosome	71.54%	38388	Epsilon+Gamma+WGT+WGD	Zhou et al., 2024	https://doi.org/10.1016/j.xplc.2023.100680	4
Solales	Solaceae	Anisodus tanguticus	24	1260	chromosome	66.70%	44252	Epsilon+Gamma+WGT+WGD	Song et al., 2024	https://doi.org/10.1038/s41597-024-03007-7	4
Solales	Solaceae	Capsicum annuum	12	3480	chromosome	79.60%	34903	Epsilon+Gamma+WGT	Kim et al., 2014	https://doi.org/10.1038/ng.2877	3
Solales	Solaceae	Capsicum annuum L. Zunla-1	12	3260	chromosome	81%	35336	Epsilon+Gamma+WGT	Qin et al., 2014	https://doi.org/10.1073/ps.1400975111	3
Solales	Solaceae	Capsicum annuum var. annuum Zhangshugang	12	3024	chromosome	78.14%	33688	Epsilon+Gamma+WGT	Liu et al., 2023	https://doi.org/10.1038/s41467-023-41251-4	3
Solales	Solaceae	Capsicum baccatum var. pendulum PI 632928	12	3309	chromosome	87.21%	32830	Epsilon+Gamma+WGT	Liu et al., 2023	https://doi.org/10.1038/s41467-023-41251-4	3
Solales	Solaceae	Capsicum pubescens Grif 1614	12	3927	chromosome	89.25%	33398	Epsilon+Gamma+WGT	Liu et al., 2023	https://doi.org/10.1038/s41467-023-41251-4	3
Solales	Solaceae	Datura stramonium	12	1590	chromosome	78.65%	40229	Epsilon+Gamma+WGT	De-la-Cruz et al., 2024	https://doi.org/10.1093/g3jourl/jkad288	3
Solales	Solaceae	Lycium barbarum	12	1670	chromosome		33581	Epsilon+Gamma+WGT	Cao et al., 2021	https://doi.org/10.1038/s42003-021-02152-8 	3
Solales	Solaceae	Nicotia attenuata	12	2500	scaffold	81.00%	33449	Epsilon+Gamma+WGT	Xu et al., 2017	https://doi.org/10.1073/ps.1700073114	3
Solales	Solaceae	Nicotia benthamia	19	2762	chromosome	49.99%	46215	Epsilon+Gamma+WGT+WGD	Ko et al., 2024	https://doi.org/10.1038/s41597-024-03232-0	4
Solales	Solaceae	Nicotia knightia	12	3090	scaffold	75%		Epsilon+Gamma+WGT	Sierro et al., 2018	https://doi.org/10.1186/s12864-018-5241-5	3
Solales	Solaceae	Nicotia obtusifolia	12	1500	scaffold	64.80%		Epsilon+Gamma+WGT	Xu et al., 2017	https://doi.org/10.1073/ps.1700073114	3
Solales	Solaceae	Nicotia paniculata	12	2880	scaffold	76%		Epsilon+Gamma+WGT	Sierro et al., 2018	https://doi.org/10.1186/s12864-018-5241-5	3
Solales	Solaceae	Nicotia rustica	24	5181	scaffold	75%		Epsilon+Gamma+WGT+WGD	Sierro et al., 2018	https://doi.org/10.1186/s12864-018-5241-5	4
Solales	Solaceae	Nicotia sylvestris	12	2680	scaffold	71.95%		Epsilon+Gamma+WGT	Sierro et al., 2013	https://doi.org/10.1186/gb-2013-14-6-r60	3
Solales	Solaceae	Nicotia sylvestris	12	2320	chromosome			Epsilon+Gamma+WGT	Sierro et al., 2024	https://doi.org/10.1038/s41597-024-02965-2	3
Solales	Solaceae	Nicotia tabacum	24	4500	chromosome	67%	69500	Epsilon+Gamma+WGT+WGD	Edwards et al., 2017	https://doi.org/10.1186/s12864-017-3791-6	4
Solales	Solaceae	Nicotia tabacum	24	3990	chromosome			Epsilon+Gamma+WGT+WGD	Sierro et al., 2024	https://doi.org/10.1038/s41597-024-02965-2	4
Solales	Solaceae	Nicotia tabacum BX	24	4570	chromosome	72.70%		Epsilon+Gamma+WGT+WGD	Sierro et al., 2014	https://doi.org/10.1038/ncomms4833	3
Solales	Solaceae	Nicotia tabacum K326	24	4600	chromosome	73.10%		Epsilon+Gamma+WGT+WGD	Sierro et al., 2014	https://doi.org/10.1038/ncomms4833	3
Solales	Solaceae	Nicotia tabacum TN90	24	4410	chromosome	78.90%	81000	Epsilon+Gamma+WGT+WGD	Sierro et al., 2014	https://doi.org/10.1038/ncomms4833	3
Solales	Solaceae	Nicotia tomentosiformis	12	2360	scaffold	74.84%		Epsilon+Gamma+WGT	Sierro et al., 2013	https://doi.org/10.1186/gb-2013-14-6-r60	3
Solales	Solaceae	Nicotia tomentosiformis	12	1740	chromosome			Epsilon+Gamma+WGT	Sierro et al., 2024	https://doi.org/10.1038/s41597-024-02965-2	3
Solales	Solaceae	Nicotia undulata	12	2362	scaffold	72%		Epsilon+Gamma+WGT	Sierro et al., 2018	https://doi.org/10.1186/s12864-018-5241-5	3
Solales	Solaceae	Petunia axillaris	7	1400	scaffold	63%	32928	Epsilon+Gamma+WGT	Bombarely et al., 2016	https://doi.org/10.1038/nplants.2016.74	3
Solales	Solaceae	Petunia inflata	7	1400	scaffold	63%	36697	Epsilon+Gamma+WGT	Bombarely et al., 2016	https://doi.org/10.1038/nplants.2016.74	3
Solales	Solaceae	Physalis florida	12	1389.2	chromosome	82%	32075	Epsilon+Gamma+WGT	Liu et al., 2021	https://doi.org/10.1038/s41438-021-00705-w	3
Solales	Solaceae	Solanum aethiopicum	12	1020	scaffold	78.90%	34906	Epsilon+Gamma+WGT	Song et al., 2019	https://doi.org/10.1093/gigascience/giz115	3
Solales	Solaceae	Solanum arcanum LA2157	12	862.4	chromosome	48.73%	33489	Epsilon+Gamma+WGT	Jiang et al., 2023	https://doi.org/10.1111/pbi.14055	3
Solales	Solaceae	Solanum bulbocastanum Dun.	12	737.9	chromosome	56.20%	35523	Epsilon+Gamma+WGT	Hosaka et al., 2024	https://doi.org/10.1093/g3jourl/jkae080	3
Solales	Solaceae	Solanum chilense	12	914	chromosome	62.63%	30994	Epsilon+Gamma+WGT	Molitor et al., 2024	https://doi.org/10.3389/fpls.2024.1342739	3
Solales	Solaceae	Solanum chilense LA1969	12	917	chromosome	73.70%	34375	Epsilon+Gamma+WGT	Li et al., 2023	https://doi.org/10.1038/s41588-023-01340-y	3
